gene name	Scaled_TPM	group number
grl-13	0.0179731606367606	1
ZC190.6	0.0180352087726477	1
M70.2	0.0180894297477382	1
Y116A8C.19	0.0182050632081047	1
srh-213	0.0182571661564923	1
F36D1.6	0.018266333257526	1
grl-1	0.0182684174101459	1
K02E2.7	0.0184145201118186	1
srd-3	0.018458310336395	1
C34E11.7	0.0185115811460347	1
Y32G9A.5	0.0185496534395487	1
B0524.4	0.0186378119924761	1
F49D11.3	0.0186549997125836	1
F46F5.1	0.0186750697544626	1
srh-125	0.0188764844915458	1
F59A1.13	0.0189472958527074	1
Y7A5A.7	0.0191072595660395	1
E03H4.11	0.0191467104914686	1
fut-5	0.0192361539565913	1
EGAP798.1	0.0192965139470013	1
clec-33	0.019449011713145	1
F10G2.10	0.0195590700987081	1
K02F6.4	0.0196789156146525	1
F18C5.9	0.0197191600366951	1
C06B3.16	0.0197334625366812	1
ZK1248.4	0.0197592383989464	1
srab-24	0.0198130979470074	1
clec-203	0.0198628812027146	1
fbxb-14	0.0198762239362746	1
pals-6	0.0202536522853724	1
R11A5.6	0.0202763464188448	1
ckb-3	0.0203119028024497	1
T05H10.3	0.0203547928447048	1
F38A1.11	0.0203877962638223	1
F20A1.4	0.0203999572012752	1
clec-223	0.020464162960209	1
F10E9.10	0.0205115174023521	1
C17C3.3	0.0205127825480331	1
hlh-32	0.0205500820985675	1
C55B6.5	0.0205671592659229	1
T10B11.4	0.0205966645677775	1
ZK1290.7	0.0206383211212847	1
srh-25	0.0206511244012987	1
H06I04.5	0.020662847848922	1
cyp-33C11	0.0206783874320472	1
chil-16	0.0206793063596178	1
best-8	0.020697654013336	1
F18G5.5	0.0207447641100003	1
C25F9.16	0.0207484206111911	1
str-3	0.0207971456406914	1
C13A2.12	0.0208637929969365	1
fkh-2	0.0209407928508199	1
clec-31	0.0210075750668332	1
ugt-15	0.0210340847547988	1
clec-164	0.0210585189448009	1
K06H6.1	0.0211415262887119	1
C17F4.12	0.0211792202224308	1
C30A5.10	0.0213694649179427	1
srx-87	0.0213725215781681	1
nhr-276	0.0214238065391915	1
ZK1225.4	0.021428304528751	1
nhr-113	0.0214423126801748	1
his-33	0.0214442783387053	1
F20D6.2	0.0214784550061451	1
Y57E12AL.2	0.0215560593815585	1
F59A1.15	0.0215593751883195	1
ceh-76	0.0217395747156112	1
F43C11.1	0.0218176230100563	1
T05A7.3	0.0219249359379579	1
cutl-7	0.0219905395953925	1
nhr-216	0.0220017202261837	1
glb-21	0.0220261273528755	1
F07B7.8	0.0220347500596715	1
ZK353.4	0.0221083759137675	1
F32G8.2	0.0221330078649147	1
col-121	0.0224801656957413	1
gur-3	0.0227073279620966	1
T28C6.11	0.0227972595100232	1
mls-2	0.0229909920980558	1
F58H7.5	0.0230438377077258	1
K02G10.15	0.0230693917419757	1
D2062.5	0.0231943202954941	1
B0563.9	0.0232162811730347	1
T05C12.9	0.0232621664118447	1
srh-112	0.0232675411582656	1
srh-255	0.0232676827935531	1
R11D1.7	0.023267952271188	1
C02B8.3	0.0232887198380674	1
C18D11.7	0.0233052526798257	1
C29A12.6	0.0233375473364137	1
F36A4.1	0.0234072321149778	1
ctl-3	0.0234299194093047	1
sdz-1	0.0234745594395083	1
srd-2	0.0236272933718218	1
C03H5.6	0.0236942402217527	1
T13F2.4	0.0237184678313845	1
hum-10	0.0237669597859516	1
F07E5.8	0.0237958796310554	1
srx-38	0.0238021823367962	1
K02B9.3	0.0238639812965766	1
T23G4.2	0.0238882389706738	1
C02G6.2	0.0239615973863213	1
CD4.5	0.0240738963458796	1
clec-165	0.0242607063059074	1
Y57G11C.1131	0.0242619943774674	1
F21H7.12	0.0242698890656497	1
cut-3	0.0243337808784612	1
C35A5.4	0.0243683005529732	1
srab-3	0.0244335465001368	1
ZC84.7	0.0244994163566871	1
K08E7.5	0.0245150909703831	1
F09E10.6	0.0247564844561166	1
K10G6.4	0.0247610603072596	1
T06H11.5	0.0248580712765053	1
col-40	0.024885852516895	1
srt-58	0.024959382665184	1
T11F9.1	0.0249826913382159	1
Y54F10BM.20	0.0250159641014987	1
T05A7.13	0.0250487355261445	1
zmp-1	0.0251443970752725	1
tbx-39	0.0251514177064729	1
amt-2	0.0251752306657401	1
clec-181	0.0252339080080508	1
F08F3.1	0.0253565489281658	1
nhr-187	0.0254707220691461	1
F36H2.6	0.0255067562935607	1
tph-1	0.0255992287130975	1
srg-51	0.0256019358171781	1
sre-51	0.0256717305324329	1
